Resume_ID,Name,Skills,Experience (Years),Education,Certifications,Job Role,Recruiter Decision,Salary Expectation ($),Projects Count,AI Score (0-100)
3061,Jared Cox,"article, pass, system",10,PhD,None,AI Researcher,Reject,80447,2,71
4235,Jessica Lyons,"writer, book, song",12,B.Tech,Deep Learning Specialization,Data Scientist,Hire,109966,1,66
2845,Raymond Spence,"serious, put, born",14,MBA,Google ML,Cybersecurity Analyst,Hire,80913,7,72
7756,Linda Vaughn,"test, another, decision",4,B.Sc,None,AI Researcher,Hire,76713,6,68
8402,Sara Cook,"nearly, he, actually",7,MBA,None,Software Engineer,Hire,41681,2,94
9684,Omar Black,"stop, simply, instead",0,MBA,None,Software Engineer,Hire,51528,3,91
2829,April Mccullough,"cut, house, behavior",1,B.Sc,Google ML,AI Researcher,Reject,88745,2,54
6349,Jill Sanchez,"city, laugh, push",15,PhD,Deep Learning Specialization,Data Scientist,Reject,87685,10,50
4484,Steven Gray,"particular, avoid, card",4,MBA,None,Software Engineer,Hire,98378,7,66
6809,Andrea Hamilton,"before, forward, her",7,MBA,None,Software Engineer,Reject,76754,10,54
6215,Judy Taylor,"fact, that, here",11,B.Sc,None,Software Engineer,Reject,97046,6,69
8390,Taylor Watkins,"series, role, while",11,B.Sc,None,AI Researcher,Reject,55113,2,76
134,Alyssa Nguyen,"product, south, forget",2,B.Sc,AWS Certified,Cybersecurity Analyst,Hire,98037,0,87
6151,Thomas Estrada,"occur, property, moment",9,B.Tech,Google ML,Software Engineer,Hire,98893,7,99
2623,Regina King,"tax, father, mother",17,PhD,Deep Learning Specialization,Data Scientist,Reject,111792,3,91
4199,Sarah Garrison,"back, degree, artist",2,B.Tech,None,AI Researcher,Hire,114000,8,88
3031,Vanessa Jones,"air, according, rich",1,B.Sc,AWS Certified,Software Engineer,Reject,77202,8,63
2792,Thomas Rivera,"market, weight, mission",4,B.Tech,Google ML,Software Engineer,Hire,41569,7,82
7567,Robert Rodriguez,"term, family, face",3,MBA,Google ML,Cybersecurity Analyst,Hire,101208,5,92
300,Tina Bailey,"I, couple, meeting",0,B.Tech,Google ML,Cybersecurity Analyst,Reject,45017,9,71
6451,Diane Martinez,"sea, table, bit",8,MBA,AWS Certified,Cybersecurity Analyst,Hire,56416,2,65
3653,Zachary Pennington,"meet, style, reduce",18,B.Sc,Deep Learning Specialization,AI Researcher,Hire,82621,6,76
4342,Miss Lori Flores,"clear, more, return",0,MBA,Deep Learning Specialization,Cybersecurity Analyst,Reject,83947,1,81
5973,Charles Ford,"draw, alone, walk",17,PhD,AWS Certified,Data Scientist,Hire,91539,7,67
3735,Ernest Gomez,"smile, exactly, admit",4,B.Sc,Google ML,Cybersecurity Analyst,Hire,96540,7,74
8647,Raymond Reynolds,"great, suggest, speak",19,PhD,Google ML,AI Researcher,Reject,70876,1,72
6401,Austin Guerra,"news, return, card",9,PhD,AWS Certified,Data Scientist,Reject,102765,9,67
9835,James Powell,"night, card, cost",9,PhD,Deep Learning Specialization,AI Researcher,Reject,115100,2,82
6805,Benjamin Santana,"community, store, market",16,MBA,Google ML,Cybersecurity Analyst,Reject,64747,10,90
9487,Janet Stein,"compare, interesting, few",7,MBA,Deep Learning Specialization,AI Researcher,Reject,61308,2,51
2637,David Ford,"sometimes, anyone, tend",16,MBA,Google ML,Cybersecurity Analyst,Reject,73952,10,73
5071,Raymond Fisher,"race, husband, education",11,PhD,None,Data Scientist,Reject,70302,5,53
7103,Julie Brewer,"system, pretty, now",5,MBA,Google ML,Software Engineer,Reject,76090,5,59
3173,Alexis Lucero,"head, pick, sign",10,PhD,AWS Certified,Cybersecurity Analyst,Hire,97391,3,79
679,Catherine Jones,"cause, mind, raise",6,MBA,Google ML,AI Researcher,Reject,42838,7,86
1008,Stacey Byrd,"soon, be, successful",2,B.Sc,Deep Learning Specialization,AI Researcher,Reject,54477,7,54
8587,Brent Fowler,"friend, relationship, feeling",16,PhD,Deep Learning Specialization,Data Scientist,Hire,88261,10,53
8151,Hunter Woods,"life, article, generation",3,B.Tech,Google ML,Cybersecurity Analyst,Hire,83124,9,63
1944,Melinda Swanson,"scientist, admit, choose",8,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,Reject,100613,7,87
351,Veronica Gardner,"factor, difference, language",3,B.Sc,None,Data Scientist,Hire,67469,10,71
2407,Lori Edwards,"summer, car, stock",0,PhD,Deep Learning Specialization,Software Engineer,Reject,71256,5,64
9898,Jennifer Davis,"smile, former, product",17,MBA,Deep Learning Specialization,Software Engineer,Hire,67552,9,91
8154,Michael Moran,"figure, popular, time",3,B.Sc,Deep Learning Specialization,Software Engineer,Reject,109532,5,53
4634,Steven Bailey,"then, seat, forward",15,PhD,AWS Certified,AI Researcher,Hire,76956,6,68
7801,Kelly Sherman,"worry, mission, tell",2,B.Sc,Google ML,Data Scientist,Hire,68489,5,52
6623,Jamie Nelson,"carry, beyond, possible",9,PhD,AWS Certified,Software Engineer,Reject,42825,9,84
4074,Antonio Smith,"analysis, ever, not",2,MBA,Deep Learning Specialization,AI Researcher,Reject,84707,9,55
2229,Fred Vasquez,"issue, medical, worry",13,B.Sc,AWS Certified,Cybersecurity Analyst,Reject,66205,5,52
2161,Holly Baldwin,"add, front, end",12,MBA,Google ML,Cybersecurity Analyst,Reject,51804,10,74
3501,Amy Hammond,"crime, other, government",0,PhD,None,AI Researcher,Reject,56976,8,62
5348,Gary Alexander,"have, kid, anything",8,B.Sc,Google ML,Cybersecurity Analyst,Hire,93671,8,52
6150,Brian Mcgee,"way, yes, tend",0,MBA,Google ML,AI Researcher,Reject,91854,10,86
5851,John Reed,"cause, film, style",6,MBA,Google ML,AI Researcher,Reject,58732,5,61
2954,Ashley Stevens,"strong, street, program",19,B.Tech,Deep Learning Specialization,AI Researcher,Hire,91916,7,63
5755,Juan Haas,"up, music, more",20,B.Sc,AWS Certified,Software Engineer,Hire,98317,1,85
3338,Stephanie James DDS,"customer, participant, few",18,MBA,Google ML,Software Engineer,Reject,69849,0,52
1911,Kenneth Pope,"painting, tell, become",18,B.Sc,Google ML,Cybersecurity Analyst,Hire,112010,9,88
4262,Shannon Gomez MD,"debate, get, drop",12,PhD,Google ML,Data Scientist,Reject,96096,8,73
8544,Heather Johnson,"office, way, should",13,B.Tech,Deep Learning Specialization,AI Researcher,Hire,84354,3,52
208,Nicole Hall,"Mr, story, station",4,PhD,Deep Learning Specialization,Cybersecurity Analyst,Hire,59692,10,54
7350,Nicolas Rosales,"test, statement, fund",17,MBA,None,Software Engineer,Hire,96950,6,84
6496,Karen Cook,"guess, both, debate",3,PhD,Google ML,Software Engineer,Reject,73249,10,72
8358,Angela Hammond,"soon, candidate, someone",0,PhD,AWS Certified,Software Engineer,Reject,112959,2,90
3005,Dr. Luke Jimenez,"with, their, system",0,PhD,Google ML,Software Engineer,Reject,78960,6,81
5831,Deborah Jordan,"out, cultural, at",2,B.Tech,Deep Learning Specialization,AI Researcher,Hire,69581,5,99
3422,Jason Jones,"experience, trouble, account",18,B.Sc,AWS Certified,Software Engineer,Hire,116469,7,64
2231,Yvonne Moore,"hospital, skin, scientist",3,PhD,Deep Learning Specialization,AI Researcher,Reject,54696,6,91
8937,Crystal Sandoval,"car, through, entire",6,MBA,Deep Learning Specialization,Software Engineer,Hire,69013,8,88
1963,Tiffany Douglas,"drug, five, reason",13,MBA,Deep Learning Specialization,AI Researcher,Hire,80820,9,83
4227,Jennifer Arias,"here, cell, color",12,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Reject,54767,1,96
4343,Michael Blankenship MD,"management, fine, even",20,PhD,Google ML,Data Scientist,Reject,83706,9,78
7571,Michelle Steele,"enter, environmental, apply",13,B.Sc,AWS Certified,Cybersecurity Analyst,Hire,100564,8,53
1089,Sandra Sims,"level, two, company",10,MBA,Deep Learning Specialization,Software Engineer,Reject,40528,7,67
8629,Amber Johnson,"successful, information, consumer",16,B.Sc,AWS Certified,Cybersecurity Analyst,Hire,88613,7,77
4732,Jessica Rodriguez,"evidence, decision, find",16,B.Tech,Google ML,Data Scientist,Hire,115375,4,63
2858,Mary Smith,"show, goal, another",10,PhD,None,Data Scientist,Reject,100600,10,58
3358,Jennifer Brock,"safe, strong, expert",7,PhD,AWS Certified,AI Researcher,Hire,80017,5,75
3012,Amy Johnson,"politics, successful, cultural",20,B.Tech,Deep Learning Specialization,AI Researcher,Hire,82534,7,50
7936,Brian Mcdaniel,"miss, low, action",9,MBA,Deep Learning Specialization,Cybersecurity Analyst,Hire,42568,3,96
5973,Mindy Kim,"government, to, single",6,MBA,None,Software Engineer,Hire,113841,6,81
4406,Brandon Wright,"together, then, interview",8,MBA,AWS Certified,Software Engineer,Hire,62262,8,76
2463,Benjamin Torres,"success, look, real",4,PhD,Google ML,AI Researcher,Hire,95709,7,97
8428,Kathryn Mckenzie,"religious, performance, past",14,B.Tech,AWS Certified,Cybersecurity Analyst,Hire,60205,4,52
647,Michelle Lin,"edge, red, under",1,MBA,Google ML,Software Engineer,Hire,63617,8,57
5649,Amber Patrick,"candidate, central, item",9,B.Sc,Deep Learning Specialization,AI Researcher,Hire,44821,0,66
3768,Jennifer Weaver,"shake, involve, seven",2,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Reject,99580,10,94
2828,Kristie Kaufman,"prove, protect, scene",9,PhD,Deep Learning Specialization,Data Scientist,Reject,118892,3,81
7608,Mrs. Kristin Brewer DVM,"population, a, manage",0,B.Sc,Google ML,Data Scientist,Hire,54324,0,81
5878,Savannah Turner,"capital, number, whose",10,PhD,None,AI Researcher,Hire,46241,4,86
4465,Bryan Schultz,"painting, public, could",14,B.Tech,Deep Learning Specialization,Software Engineer,Reject,96796,10,99
9197,Eric Wilson,"rather, third, significant",18,B.Tech,Google ML,Software Engineer,Hire,110220,5,58
7382,Miss Erin Cordova,"size, year, agreement",5,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,Reject,67172,7,89
3658,Larry Maldonado,"movie, ago, perhaps",9,PhD,Deep Learning Specialization,Software Engineer,Reject,114455,5,60
680,Kenneth Stanley,"also, activity, particular",16,PhD,Google ML,Data Scientist,Hire,102689,9,81
3990,Michael Cruz,"report, former, home",12,PhD,Deep Learning Specialization,AI Researcher,Hire,113499,1,63
8175,Javier Hernandez,"teach, stock, others",4,MBA,Deep Learning Specialization,Cybersecurity Analyst,Hire,50157,10,55
4581,Mr. Thomas Ponce,"measure, type, address",3,B.Sc,Google ML,AI Researcher,Hire,91985,8,60
4213,Raymond Carter,"lose, rich, yourself",3,MBA,AWS Certified,Software Engineer,Hire,85426,4,97
1574,Carlos Thomas,"education, same, himself",2,B.Sc,Deep Learning Specialization,Software Engineer,Reject,66196,6,75
438,Nicole Cortez,"according, never, trip",11,B.Tech,Deep Learning Specialization,Data Scientist,Hire,100158,7,70
1026,William Knox,"seem, energy, suffer",6,PhD,Google ML,Software Engineer,Reject,58172,1,53
9150,Brad Rowe,"rather, large, value",0,MBA,Google ML,AI Researcher,Reject,77302,1,78
8030,Richard Vazquez,"actually, firm, between",11,MBA,Google ML,Software Engineer,Reject,80557,2,62
8624,Lydia Davis,"guess, firm, Democrat",15,MBA,None,AI Researcher,Hire,113106,8,67
4309,Lisa Ferrell,"bad, boy, over",6,B.Sc,None,AI Researcher,Reject,100592,2,73
6367,Luke Rose,"main, ahead, simply",13,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,105038,6,90
7735,Ashley Leonard,"call, become, education",18,PhD,AWS Certified,AI Researcher,Hire,67938,10,53
920,Guy Lee,"force, whom, pretty",8,MBA,Google ML,Software Engineer,Reject,118165,8,52
1492,Tammy Williams,"girl, today, on",3,B.Tech,Google ML,Data Scientist,Reject,97739,10,76
6227,Elizabeth Hamilton,"white, station, heavy",9,PhD,None,Software Engineer,Hire,85268,9,50
1897,Brittney Rose,"social, group, business",16,PhD,Deep Learning Specialization,Cybersecurity Analyst,Hire,61372,7,93
9405,Tammy Lutz,"prove, agreement, meet",17,B.Tech,AWS Certified,Software Engineer,Hire,87138,8,66
5283,Brandi Wallace,"section, measure, price",6,PhD,None,Software Engineer,Hire,111542,3,61
1293,Victoria Carrillo,"official, day, magazine",5,MBA,None,AI Researcher,Reject,99041,8,97
8500,Daniel Lane,"season, former, cultural",11,PhD,AWS Certified,Cybersecurity Analyst,Reject,94437,1,100
9999,Jason Brown,"cut, tend, quality",6,B.Tech,None,Software Engineer,Hire,97887,0,60
1764,Timothy Hawkins,"camera, put, entire",5,MBA,Deep Learning Specialization,Software Engineer,Reject,116700,8,66
4693,Dr. Timothy Dennis,"image, for, study",19,MBA,Google ML,Data Scientist,Hire,113480,7,60
8415,Dawn Sanders,"nature, network, city",17,B.Tech,AWS Certified,Cybersecurity Analyst,Hire,78327,9,73
4366,Monique Davis,"especially, argue, head",11,MBA,None,Software Engineer,Reject,71684,0,54
7031,Mr. Michael Rodriguez DVM,"treatment, boy, research",4,MBA,None,Software Engineer,Hire,105389,0,93
1376,Amanda Gonzalez,"reality, its, test",14,PhD,Deep Learning Specialization,AI Researcher,Reject,68099,0,92
1582,Donald Hughes,"participant, impact, herself",17,B.Sc,AWS Certified,Cybersecurity Analyst,Hire,96651,7,52
8739,Vanessa Hood,"piece, institution, consumer",11,PhD,Google ML,Data Scientist,Hire,51101,0,58
8255,Dr. Eric Frost,"your, benefit, wish",8,B.Sc,None,Cybersecurity Analyst,Hire,51944,3,50
1507,Kelly Dougherty MD,"while, near, staff",10,MBA,Google ML,Software Engineer,Hire,69100,8,63
3489,Nathan Wilson,"finish, group, ability",16,B.Sc,None,AI Researcher,Reject,85451,6,93
2731,Sarah Williams,"become, contain, laugh",19,B.Sc,AWS Certified,Software Engineer,Reject,105186,8,61
7443,Brian Miller,"the, call, himself",17,MBA,Deep Learning Specialization,Data Scientist,Hire,68110,1,88
207,Maria Howard,"as, form, thought",10,MBA,Deep Learning Specialization,Software Engineer,Hire,100397,8,93
3683,Kiara Figueroa,"word, reach, these",20,B.Sc,AWS Certified,Cybersecurity Analyst,Reject,74667,8,74
2020,Nicole Holden,"tree, threat, space",15,B.Sc,Deep Learning Specialization,Data Scientist,Reject,59534,1,89
7139,Roger Moses,"style, until, notice",20,B.Tech,AWS Certified,Software Engineer,Reject,88684,0,59
1768,Katherine Hancock,"guy, woman, occur",7,MBA,Google ML,AI Researcher,Reject,100553,9,78
9663,Nathan Glenn,"wear, yard, partner",2,PhD,Deep Learning Specialization,Data Scientist,Hire,113485,5,58
3237,Stephanie Hawkins,"real, size, catch",17,PhD,Deep Learning Specialization,AI Researcher,Hire,119106,2,91
9932,Manuel Steele,"husband, history, turn",20,PhD,AWS Certified,AI Researcher,Reject,88035,4,57
6373,Victoria Krueger,"show, say, their",15,MBA,Deep Learning Specialization,AI Researcher,Hire,46633,2,72
88,Melissa Baker,"while, move, federal",16,B.Sc,Deep Learning Specialization,AI Researcher,Hire,105964,4,60
2604,Haley Sanchez,"leave, time, marriage",5,B.Tech,AWS Certified,Software Engineer,Hire,53753,8,52
7777,Nicole Hess,"city, describe, including",10,B.Sc,Google ML,Software Engineer,Hire,109744,6,52
4587,Jeffrey Valenzuela,"plan, guess, generation",20,PhD,None,AI Researcher,Hire,51853,7,82
4853,Kathryn Burch,"individual, easy, probably",6,MBA,None,AI Researcher,Hire,110574,9,63
4558,Charles Evans,"draw, wall, loss",2,B.Tech,AWS Certified,Cybersecurity Analyst,Hire,119094,5,70
6346,Jill Harvey,"minute, what, view",20,B.Tech,AWS Certified,AI Researcher,Hire,69559,9,74
7523,Lorraine Atkinson,"program, tree, especially",16,MBA,None,Cybersecurity Analyst,Reject,107928,1,61
8923,Marie Fitzpatrick,"pull, race, again",14,PhD,Deep Learning Specialization,AI Researcher,Hire,51278,10,89
4527,Morgan Williams,"decide, respond, ball",4,PhD,Google ML,Software Engineer,Reject,107027,7,67
9217,Patricia Pham,"total, people, bring",14,B.Sc,Deep Learning Specialization,AI Researcher,Reject,65056,2,59
6289,Hannah Chavez,"however, end, three",5,B.Tech,Deep Learning Specialization,Data Scientist,Reject,113424,6,59
2756,Edward Ford,"face, debate, Republican",10,B.Tech,None,AI Researcher,Hire,69519,2,63
344,Kathleen Haas,"similar, subject, ready",3,B.Tech,Google ML,Cybersecurity Analyst,Reject,97943,10,99
8473,Brenda Barnett,"chance, somebody, nothing",4,PhD,Deep Learning Specialization,Software Engineer,Hire,103764,3,99
2598,Brenda Harris,"do, full, watch",4,PhD,Deep Learning Specialization,AI Researcher,Hire,74295,0,58
3321,Vicki Torres,"visit, capital, party",13,B.Tech,AWS Certified,AI Researcher,Hire,80020,3,71
2066,Frances Juarez,"themselves, up, color",11,PhD,Google ML,Data Scientist,Hire,47571,2,71
3250,Catherine Beck,"table, enjoy, around",3,B.Sc,None,AI Researcher,Reject,99398,1,86
411,Tara Bennett,"executive, show, break",19,MBA,None,Software Engineer,Reject,55476,1,93
500,Rhonda Cox,"seem, young, finish",12,MBA,AWS Certified,Software Engineer,Reject,64089,2,88
680,Megan Lawrence,"paper, main, national",13,B.Tech,Deep Learning Specialization,Software Engineer,Hire,47339,7,57
3421,Michael Bell,"start, law, mean",12,PhD,AWS Certified,Cybersecurity Analyst,Hire,58538,3,56
3977,Deborah Davis,"heart, phone, discuss",18,B.Sc,AWS Certified,Cybersecurity Analyst,Reject,99045,5,85
1178,Gabriel King,"whom, current, total",14,PhD,Google ML,AI Researcher,Hire,62150,0,95
3581,Benjamin Obrien,"candidate, force, time",6,MBA,Google ML,Data Scientist,Reject,75619,8,83
7889,Katie Nguyen,"growth, wind, break",14,PhD,None,Data Scientist,Reject,79106,0,84
894,Valerie King,"late, education, movie",3,MBA,AWS Certified,AI Researcher,Hire,95569,3,98
8788,Megan Hill,"put, training, lead",12,B.Tech,AWS Certified,AI Researcher,Reject,48904,7,100
3229,Teresa Osborne,"enjoy, red, machine",3,MBA,Google ML,Data Scientist,Reject,96350,0,88
2198,Mark Olson,"order, free, believe",13,PhD,Google ML,Cybersecurity Analyst,Hire,46547,9,86
3855,Alexander Schwartz,"cultural, million, best",14,B.Tech,Google ML,AI Researcher,Hire,95843,5,98
3845,Leslie Navarro,"for, success, ball",15,MBA,AWS Certified,Data Scientist,Reject,88574,3,79
536,Barbara Ellis,"move, enter, center",0,B.Sc,AWS Certified,Software Engineer,Reject,94613,8,72
7596,Phillip White,"very, drop, full",5,MBA,Deep Learning Specialization,Data Scientist,Hire,103054,1,97
1484,Tyler Clark,"fund, service, if",12,B.Tech,AWS Certified,Data Scientist,Hire,76456,10,90
8576,Laura Fox,"become, care, record",1,B.Tech,Deep Learning Specialization,Software Engineer,Hire,40797,4,82
651,Sarah Miller,"history, bring, hot",17,B.Sc,None,Software Engineer,Hire,101439,1,53
251,Amanda Perez,"notice, imagine, allow",20,B.Sc,None,Data Scientist,Hire,41430,9,55
9020,Francisco Todd,"home, class, occur",12,MBA,AWS Certified,Data Scientist,Hire,112179,9,71
1903,Elizabeth Dougherty,"style, more, material",7,B.Tech,Deep Learning Specialization,AI Researcher,Hire,65303,1,66
8372,Taylor Faulkner,"ground, science, meeting",20,B.Tech,AWS Certified,Software Engineer,Reject,95258,8,63
3054,Keith Taylor,"write, enter, seat",19,B.Tech,Deep Learning Specialization,Software Engineer,Reject,112095,1,70
5020,Cheryl Martinez,"money, indicate, research",2,B.Sc,AWS Certified,Cybersecurity Analyst,Reject,113608,7,64
6732,Dave Mccoy,"without, able, room",4,MBA,Google ML,Data Scientist,Reject,74786,2,78
8965,Chad Mcbride,"bad, long, look",17,PhD,Deep Learning Specialization,Data Scientist,Reject,104892,7,96
2188,Nicholas Gomez,"easy, even, down",2,MBA,Deep Learning Specialization,AI Researcher,Hire,74048,6,93
8018,Heidi Gibson,"beautiful, director, notice",14,B.Sc,None,Data Scientist,Hire,63474,8,50
2933,Ryan Richardson,"stay, play, billion",8,MBA,None,AI Researcher,Reject,118863,5,86
3538,Jordan Craig,"treat, modern, would",19,B.Tech,Deep Learning Specialization,Software Engineer,Reject,85725,8,51
4961,Joel Edwards,"throughout, continue, rich",9,PhD,Deep Learning Specialization,Cybersecurity Analyst,Hire,55819,2,54
5633,Michelle Wright,"carry, out, other",1,B.Tech,Google ML,Software Engineer,Reject,45886,6,83
7520,Kyle Price,"analysis, carry, sign",3,B.Tech,AWS Certified,AI Researcher,Hire,60289,10,94
3699,Heather Payne,"all, technology, spring",17,PhD,Deep Learning Specialization,Software Engineer,Reject,107111,5,87
1704,Charles Figueroa,"great, candidate, pick",4,B.Tech,Google ML,AI Researcher,Reject,46655,9,72
2409,Ashlee Morris,"yes, society, energy",3,PhD,None,Data Scientist,Reject,99801,5,66
4655,Paula Hammond,"size, common, recognize",8,MBA,None,AI Researcher,Hire,115159,10,97
2999,Richard Smith,"what, black, which",10,B.Tech,Google ML,Cybersecurity Analyst,Hire,79478,6,65
1142,Beth Long,"station, particular, president",2,PhD,AWS Certified,Cybersecurity Analyst,Hire,93602,0,65
2638,Christina Jones,"common, garden, mission",17,B.Tech,Deep Learning Specialization,AI Researcher,Reject,85865,8,73
8238,Nicole Cochran,"raise, worker, section",4,PhD,Deep Learning Specialization,AI Researcher,Hire,109221,3,70
369,Jeffery Mercado,"information, against, century",20,B.Sc,Google ML,AI Researcher,Hire,116220,8,87
1750,Taylor Stanley,"store, capital, coach",9,PhD,AWS Certified,Cybersecurity Analyst,Reject,86667,8,91
4565,Thomas Lara,"alone, million, respond",12,MBA,Google ML,Software Engineer,Reject,76632,5,70
1499,Gabrielle Thomas MD,"everybody, claim, attention",5,MBA,AWS Certified,Data Scientist,Hire,95634,0,97
4038,Karen Molina,"anyone, successful, listen",10,B.Tech,AWS Certified,AI Researcher,Reject,54472,6,95
7614,Patrick Hernandez,"ask, student, son",6,PhD,Google ML,Data Scientist,Hire,79894,1,91
8258,David Sloan,"figure, money, goal",17,B.Sc,None,Software Engineer,Reject,115486,0,88
1511,Derek Johnson,"large, short, central",17,PhD,Google ML,AI Researcher,Hire,77788,4,93
7367,Timothy Franklin,"general, ready, easy",11,B.Sc,None,Cybersecurity Analyst,Reject,60491,7,87
473,Tyler Hunt,"compare, morning, similar",5,B.Tech,None,Software Engineer,Reject,68481,8,73
6699,Heather Moore,"him, kitchen, black",9,MBA,Deep Learning Specialization,AI Researcher,Hire,70203,4,90
5142,Jacob Rich,"such, company, manager",20,PhD,AWS Certified,Data Scientist,Reject,65031,6,53
4665,David Norris,"through, turn, consumer",9,PhD,Deep Learning Specialization,Software Engineer,Hire,66628,8,69
1922,Whitney Davis,"personal, quality, hot",13,B.Sc,None,Data Scientist,Hire,82177,4,78
3908,Christopher Wu,"region, father, upon",0,MBA,Deep Learning Specialization,AI Researcher,Reject,87340,5,77
5004,Edward Ryan,"growth, how, kitchen",0,B.Tech,None,Cybersecurity Analyst,Hire,56290,10,75
3292,Pamela Miller,"receive, former, six",15,B.Tech,Google ML,Software Engineer,Hire,45914,2,51
9152,Christopher Bird,"writer, marriage, information",4,B.Sc,None,AI Researcher,Hire,95675,10,59
5188,Jillian Davis,"young, news, strong",5,B.Tech,AWS Certified,Data Scientist,Reject,80953,3,88
5457,Sheila Carlson,"realize, hand, somebody",6,B.Tech,Google ML,AI Researcher,Reject,79996,6,65
3947,John Simpson,"eat, student, worry",13,PhD,None,Data Scientist,Hire,98749,10,74
8540,Randy Reyes,"value, whether, far",9,PhD,Deep Learning Specialization,Software Engineer,Reject,102695,3,90
3820,Deborah Walker,"approach, finish, strategy",0,B.Sc,Deep Learning Specialization,Software Engineer,Reject,46396,9,81
4412,Michelle Carter,"economy, major, among",7,MBA,None,Data Scientist,Reject,59153,4,59
3084,Peter Valenzuela,"page, until, stock",2,MBA,AWS Certified,AI Researcher,Hire,56979,3,57
6169,Jenna Williams,"front, son, station",14,MBA,Google ML,Cybersecurity Analyst,Hire,112511,2,85
2898,Thomas Hays,"ago, natural, policy",16,MBA,Deep Learning Specialization,Software Engineer,Reject,51166,5,82
2046,Warren Campbell,"start, sort, they",14,PhD,AWS Certified,AI Researcher,Reject,48441,10,83
9455,Luis Sanders,"have, reason, possible",14,PhD,Google ML,AI Researcher,Hire,40958,6,61
9197,Kathleen Barry,"continue, race, identify",2,PhD,AWS Certified,Cybersecurity Analyst,Hire,75351,1,75
2627,Derrick Curry,"hospital, teach, media",1,B.Tech,AWS Certified,Cybersecurity Analyst,Reject,119184,10,64
3046,Travis Simmons,"political, officer, lawyer",15,MBA,None,Software Engineer,Reject,98333,5,55
4794,Antonio Murphy,"candidate, allow, contain",4,MBA,AWS Certified,Data Scientist,Reject,118642,9,65
4498,Eric Ellis,"people, car, sort",18,B.Tech,AWS Certified,AI Researcher,Hire,52295,10,61
7970,Cathy Deleon,"official, human, cause",17,B.Sc,AWS Certified,Cybersecurity Analyst,Reject,63194,5,76
488,Andrea Smith,"company, hair, rise",13,B.Tech,AWS Certified,Data Scientist,Hire,113724,10,97
8191,Joan Roberts,"series, could, Republican",13,PhD,None,Data Scientist,Reject,92052,9,85
3179,Alexis Mercado,"store, fall, she",19,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,Hire,57659,10,78
6627,Kerri Hale,"prevent, state, once",20,B.Tech,None,Cybersecurity Analyst,Hire,42012,3,53
3084,Larry Jones,"interest, media, large",11,PhD,AWS Certified,AI Researcher,Reject,100509,9,88
5617,John Solomon,"during, five, benefit",20,MBA,Google ML,Software Engineer,Hire,50324,0,92
2738,Nicholas Robinson,"chance, fall, worker",10,B.Sc,None,Cybersecurity Analyst,Reject,76657,4,79
2130,Angel Duran,"participant, worker, including",11,B.Tech,None,Cybersecurity Analyst,Reject,62721,10,88
950,William Ruiz,"sure, reality, them",13,MBA,AWS Certified,Data Scientist,Reject,94727,2,74
2314,Rebecca Bates,"century, international, close",19,MBA,AWS Certified,Cybersecurity Analyst,Reject,54879,1,56
7551,Randall Conley,"method, skill, mean",10,B.Sc,None,Cybersecurity Analyst,Reject,75882,4,77
7804,Katelyn Berry,"low, administration, later",7,B.Tech,Google ML,Cybersecurity Analyst,Reject,117348,8,58
8308,John Bennett,"front, anything, trade",15,PhD,None,Data Scientist,Hire,109041,6,93
1080,Whitney Johnson,"measure, coach, once",18,MBA,None,AI Researcher,Hire,78500,4,64
6275,Christopher Mann,"thousand, history, past",7,MBA,AWS Certified,Data Scientist,Hire,85375,10,99
2317,Regina Miller,"method, audience, hotel",5,B.Tech,Google ML,Cybersecurity Analyst,Hire,42376,4,83
127,Tonya Hines,"character, star, never",8,PhD,Deep Learning Specialization,Software Engineer,Hire,88036,1,77
9540,Lisa Moore,"what, song, red",18,PhD,None,Cybersecurity Analyst,Reject,48605,0,80
378,Holly Quinn,"similar, agree, cause",13,B.Tech,Deep Learning Specialization,Software Engineer,Hire,80379,6,89
5048,Chase Rodriguez,"seek, some, tonight",9,B.Sc,Deep Learning Specialization,AI Researcher,Reject,116808,4,82
9855,Ronnie Fuentes,"behavior, item, instead",9,MBA,Deep Learning Specialization,Software Engineer,Reject,76782,5,76
808,Connor Burnett,"the, sometimes, lead",7,B.Sc,Deep Learning Specialization,Software Engineer,Reject,91791,5,80
2218,Zachary Acosta,"impact, lead, specific",17,B.Sc,AWS Certified,Data Scientist,Hire,58382,2,50
4085,Crystal Collins,"across, article, age",2,MBA,None,AI Researcher,Hire,55590,9,83
5680,David Nicholson,"involve, mind, contain",2,MBA,Deep Learning Specialization,Software Engineer,Hire,41479,2,65
7655,Scott Davis,"charge, behind, even",7,B.Tech,Deep Learning Specialization,Data Scientist,Hire,52338,2,74
4470,Donna Gardner,"thought, behind, recent",13,B.Sc,Deep Learning Specialization,Software Engineer,Hire,110312,7,98
6193,Jenna Peterson,"painting, grow, night",20,MBA,AWS Certified,AI Researcher,Hire,67374,2,71
